link_id,from_node,to_node,avg_queue,avg_inflow_per_min,avg_outflow_per_min,travel_time_min,dominant_phase,free_flow_time,delay_ratio
1,1,2,18887.6875,516.8986206054688,279.90570068359375,51.605281829833984,3,6.0,8.60088030497233
2,1,3,16757.291015625,461.53228759765625,252.6757354736328,48.13713455200195,3,4.0,12.034283638000488
3,2,1,17628.466796875,494.3786315917969,278.8994140625,48.38619613647461,3,6.0,8.064366022745768
4,2,6,33129.6953125,608.4795532226562,62.098236083984375,2610.666259765625,2,5.0,522.133251953125
5,3,1,19588.044921875,513.0221557617188,256.459716796875,56.01377868652344,3,4.0,14.00344467163086
6,3,4,36041.3671875,761.30322265625,206.88681030273438,160.85748291015625,2,4.0,40.21437072753906
7,3,12,15563.0537109375,440.1755065917969,251.72177124023438,44.872398376464844,3,4.0,11.218099594116211
8,4,3,31998.248046875,691.6299438476562,206.11566162109375,136.964111328125,2,4.0,34.24102783203125
9,4,5,31597.8046875,690.1054077148438,213.80079650878906,117.43086242675781,2,2.0,58.715431213378906
10,4,11,36614.8828125,667.4007568359375,61.66695022583008,4439.0458984375,2,6.0,739.8409830729166
11,5,4,26355.251953125,599.3129272460938,212.4734649658203,95.93968963623047,2,2.0,47.969844818115234
12,5,6,31431.8828125,579.4703979492188,61.8908576965332,1847.8763427734375,2,4.0,461.9690856933594
13,5,9,32967.30078125,649.4456176757812,122.74159240722656,375.72076416015625,2,5.0,75.14415283203125
14,6,2,29086.63671875,539.6163330078125,61.90023422241211,1720.677978515625,2,5.0,344.135595703125
15,6,5,30433.34375,562.462890625,61.84196090698242,1671.4564208984375,2,4.0,417.8641052246094
16,6,8,40770.7265625,737.9931640625,61.67680740356445,2504.244873046875,2,2.0,1252.1224365234375
17,7,8,27126.341796875,531.0803833007812,96.3822250366211,333.2370300292969,2,3.0,111.07901000976562
18,7,18,12129.072265625,382.6561279296875,254.8638458251953,33.37343978881836,2,2.0,16.68671989440918
19,8,6,35452.890625,647.517822265625,61.485145568847656,1623.239501953125,2,2.0,811.6197509765625
20,8,7,29184.126953125,566.2872314453125,96.59310913085938,384.89483642578125,2,3.0,128.29827880859375
21,8,9,21538.185546875,411.630126953125,62.48793411254883,1123.9007568359375,2,10.0,112.39007568359375
22,8,16,27884.880859375,519.906005859375,62.89474868774414,1432.1435546875,2,5.0,286.4287109375
23,9,5,25824.228515625,526.8780517578125,121.75672912597656,234.8496856689453,2,5.0,46.96993713378906
24,9,8,23972.44921875,453.1748352050781,62.664703369140625,1555.2655029296875,2,10.0,155.52655029296875
25,9,10,32022.73828125,665.8716430664062,168.77561950683594,171.64456176757812,2,3.0,57.21485392252604
26,10,9,29878.88671875,628.927734375,168.36671447753906,156.15992736816406,2,3.0,52.05330912272135
27,10,11,40409.2265625,776.7703247070312,123.50426483154297,601.319580078125,2,5.0,120.263916015625
28,10,15,39052.29296875,783.295166015625,165.10533142089844,311.1372985839844,2,6.0,51.85621643066406
29,10,16,18480.6796875,357.6512451171875,59.84371566772461,461.41241455078125,2,4.0,115.35310363769531
30,10,17,11121.2548828125,232.56866455078125,60.49256134033203,214.80421447753906,2,8.0,26.850526809692383
31,11,4,38576.05078125,700.7630615234375,61.73469543457031,5321.70458984375,2,6.0,886.9507649739584
32,11,10,41998.30078125,803.9578857421875,123.66712188720703,663.0584106445312,2,5.0,132.61168212890624
33,11,12,20949.716796875,400.3543395996094,60.740234375,778.1434326171875,2,6.0,129.6905721028646
34,11,14,35233.1875,643.57958984375,61.205081939697266,2796.5126953125,2,4.0,699.128173828125
35,12,3,18780.947265625,498.3017272949219,255.30490112304688,53.747230529785156,3,4.0,13.436807632446289
36,12,11,20432.73828125,391.50927734375,60.687252044677734,727.7066650390625,2,6.0,121.28444417317708
37,12,13,15977.45703125,464.8533935546875,277.5815734863281,40.6182861328125,3,3.0,13.5394287109375
38,13,12,19911.15234375,535.5465087890625,281.31219482421875,50.191951751708984,3,3.0,16.730650583902996
39,13,24,16829.939453125,331.4267272949219,62.495540618896484,341.9782409667969,2,4.0,85.49456024169922
40,14,11,42198.08203125,762.0673828125,61.44901657104492,5160.80615234375,2,4.0,1290.2015380859375
41,14,15,8685.0751953125,191.6105499267578,61.53990936279297,125.5833511352539,2,5.0,25.116670227050783
42,14,23,16524.494140625,324.77947998046875,60.477272033691406,352.40423583984375,2,4.0,88.10105895996094
43,15,10,39168.75,785.2940063476562,165.12179565429688,313.0041198730469,2,6.0,52.16735331217448
44,15,14,11696.97265625,243.58790588378906,62.168922424316406,191.3787078857422,2,5.0,38.27574157714844
45,15,19,16659.01953125,401.67822265625,167.4713134765625,75.0011978149414,3,3.0,25.000399271647137
46,15,22,17487.94921875,379.99102783203125,115.51924133300781,126.63004302978516,2,3.0,42.21001434326172
47,16,8,25104.353515625,472.4533996582031,62.69377899169922,1050.608642578125,2,5.0,210.121728515625
48,16,10,14895.29296875,296.2645568847656,59.44504165649414,295.9169921875,2,4.0,73.979248046875
49,16,17,7521.6728515625,172.2848358154297,62.43025207519531,92.87083435058594,2,2.0,46.43541717529297
50,16,18,23207.064453125,555.7463989257812,227.75047302246094,77.46241760253906,3,3.0,25.82080586751302
51,17,10,12593.5263671875,257.9164733886719,60.756710052490234,270.0010986328125,2,8.0,33.75013732910156
52,17,16,6833.09375,160.01095581054688,61.79159164428711,83.7992935180664,3,2.0,41.8996467590332
53,17,19,3814.47607421875,101.67749786376953,52.543556213378906,50.211605072021484,3,2.0,25.105802536010742
